id,name,entity_type,source_doc
论文,论文,Document,DOC002
为零,为零,Concept,DOC002
第一步,第一步,Concept,DOC002
号返回舱,号返回舱,Mission,DOC002
神舟,神舟,Concept,DOC002
到0,到0,Concept,DOC002
变后掠,变后掠,Mechanism,DOC002
下单翼,下单翼,Concept,DOC002
相对厚度,相对厚度,Parameter,DOC002
弯度,弯度,Parameter,DOC002
相对面积,相对面积,Parameter,DOC002
相对弦长,相对弦长,Parameter,DOC002
水平尾翼,水平尾翼,Structure,DOC002
为机翼面积,为机翼面积,Structure,DOC002
赤道,赤道,Concept,DOC002
轨道倾角,轨道倾角,Mission,DOC002
长细比,长细比,Concept,DOC002
弹道倾角,弹道倾角,Concept,DOC002
30m/s,30m/s,Parameter,DOC002
设计变量,设计变量,Parameter,DOC002
提高设计质量,提高设计质量,Concept,DOC002
最优解,最优解,Performance,DOC002
机身长度,机身长度,Structure,DOC002
遗传算法,遗传算法,ControlMethod,DOC002
在遗传算法中,在遗传算法中,ControlMethod,DOC002
方程式,方程式,Concept,DOC002
5°,5°,Parameter,DOC002
50°,50°,Parameter,DOC002
85m/s,85m/s,Parameter,DOC002
方差,方差,Concept,DOC002
偏航角,偏航角,Parameter,DOC002
侧向力系数,侧向力系数,Concept,DOC002
参考面积,参考面积,Parameter,DOC002
法向力,法向力,Concept,DOC002
侧向力,侧向力,Concept,DOC002
为点,为点,Concept,DOC002
的角速度,的角速度,Parameter,DOC002
22.5°,22.5°,Parameter,DOC002
1.35°,1.35°,Parameter,DOC002
较小时,较小时,Concept,DOC002
的夹角为,的夹角为,Concept,DOC002
亦即,亦即,Concept,DOC002
球头,球头,Concept,DOC002
的夹角,的夹角,Concept,DOC002
反之,反之,Concept,DOC002
利用式,利用式,Concept,DOC002
同理,同理,Concept,DOC002
见式,见式,Concept,DOC002
根据4,根据4,Concept,DOC002
速度坐标系,速度坐标系,Parameter,DOC002
即得,即得,Concept,DOC002
线化理论,线化理论,Concept,DOC002
接触间断,接触间断,Mechanism,DOC002
膨胀波,膨胀波,Concept,DOC002
点连成,点连成,Concept,DOC002
通过式,通过式,Concept,DOC002
从图中可以看出,从图中可以看出,Concept,DOC002
可写为,可写为,Concept,DOC002
若令,若令,Concept,DOC002
微分方程,微分方程,Concept,DOC002
178°,178°,Parameter,DOC002
2000°,2000°,Parameter,DOC002
1093°,1093°,Parameter,DOC002
10.0°,10.0°,Parameter,DOC002
翼尖,翼尖,Structure,DOC002
等等,等等,Concept,DOC002
在坐标系,在坐标系,Parameter,DOC002
为常数,为常数,Concept,DOC002
其表达式为,其表达式为,Concept,DOC002
改写为,改写为,Concept,DOC002
由图看出,由图看出,Concept,DOC002
下机翼,下机翼,Structure,DOC002
0N,0N,Parameter,DOC002
密封圈,密封圈,Structure,DOC002
铝合金蒙皮,铝合金蒙皮,Structure,DOC002
双子星座,双子星座,Concept,DOC002
值函数,值函数,Concept,DOC002
对式,对式,Concept,DOC002
7838m/s,7838m/s,Parameter,DOC002
7938m/s,7938m/s,Parameter,DOC002
7792m/s,7792m/s,Parameter,DOC002
1000.28Pa,1000.28Pa,Parameter,DOC002
2438m/s,2438m/s,Parameter,DOC002
731m/s,731m/s,Parameter,DOC002
478m/s,478m/s,Parameter,DOC002
7°,7°,Parameter,DOC002
10.2°,10.2°,Parameter,DOC002
6668.52Pa,6668.52Pa,Parameter,DOC002
14317.71Pa,14317.71Pa,Parameter,DOC002
比较式,比较式,Concept,DOC002
运动方程,运动方程,Concept,DOC002
可以写成,可以写成,Concept,DOC002
升力线斜率,升力线斜率,Performance,DOC002
在本章中,在本章中,Concept,DOC002
类似地,类似地,Concept,DOC002
换句话说,换句话说,Concept,DOC002
由此可知,由此可知,Concept,DOC002
总的来看,总的来看,Concept,DOC002
数据挖掘技术,数据挖掘技术,Concept,DOC002
就是很有前途,就是很有前途,Concept,DOC002
限于篇幅,限于篇幅,Concept,DOC002
前面已经提到,前面已经提到,Concept,DOC002
值得注意的是,值得注意的是,Concept,DOC002
的均值,的均值,Concept,DOC002
多项式,多项式,Concept,DOC002
或者说,或者说,Concept,DOC002
初始高度,初始高度,Performance,DOC002
经度,经度,Concept,DOC002
纬度,纬度,Concept,DOC002
大气密度,大气密度,Concept,DOC002
山本行光,山本行光,Concept,DOC002
技術,技術,Concept,DOC002
庄道哲,庄道哲,Concept,DOC002
越劜熊,越劜熊,Concept,DOC002
气动实验与测量控制,气动实验与测量控制,ControlMethod,DOC002
李为吉,李为吉,Concept,DOC002
飞机部件的气动设计,飞机部件的气动设计,Performance,DOC003
飞机设计手册,飞机设计手册,Document,DOC003
飞机总体设计,飞机总体设计,Aircraft,DOC003
南京,南京,Concept,DOC003
由千,由千,Concept,DOC003
复习与思考,复习与思考,Concept,DOC003
飞机气动布局初步设计,飞机气动布局初步设计,Performance,DOC003
常规布局,常规布局,Concept,DOC003
后缘增升装置,后缘增升装置,Mechanism,DOC003
前缘增升装置,前缘增升装置,Structure,DOC003
高超声速飞行器气动设计,高超声速飞行器气动设计,Performance,DOC003
襟翼,襟翼,Structure,DOC003
方案阶段,方案阶段,Concept,DOC003
系统研制总要求,系统研制总要求,Concept,DOC003
结构重量,结构重量,Structure,DOC003
无尾布局,无尾布局,Concept,DOC003
梯形翼,梯形翼,Aircraft,DOC003
超临界翼型,超临界翼型,Structure,DOC003
层流翼型,层流翼型,Structure,DOC003
前缘襟翼,前缘襟翼,Structure,DOC003
前缘缝翼,前缘缝翼,Structure,DOC003
简单襟翼,简单襟翼,Structure,DOC003
单缝襟翼,单缝襟翼,Structure,DOC003
双缝襟翼,双缝襟翼,Structure,DOC003
吹气襟翼,吹气襟翼,Concept,DOC003
尾容量,尾容量,Concept,DOC003
固定机翼,固定机翼,Structure,DOC003
上机翼,上机翼,Structure,DOC003
型战斗机,型战斗机,Concept,DOC003
6.67N,6.67N,Parameter,DOC003
升限,升限,Concept,DOC003
700km/h,700km/h,Parameter,DOC003
755km/h,755km/h,Parameter,DOC003
重量轻,重量轻,Concept,DOC003
型涡轮喷气发动机,型涡轮喷气发动机,Concept,DOC003
米格,米格,Concept,DOC003
和米格,和米格,Concept,DOC003
最大速度,最大速度,Parameter,DOC003
战机,战机,Concept,DOC003
55°,55°,Parameter,DOC003
可变后掠机翼,可变后掠机翼,Structure,DOC003
幻影,幻影,Concept,DOC003
爬升率,爬升率,Concept,DOC003
57°,57°,Parameter,DOC003
雄猫,雄猫,Concept,DOC003
68°,68°,Parameter,DOC003
型涡轮风扇发动机,型涡轮风扇发动机,Concept,DOC003
轰炸机,轰炸机,Aircraft,DOC003
120°,120°,Parameter,DOC003
台风,台风,Concept,DOC003
瑞典,瑞典,Concept,DOC003
70°,70°,Parameter,DOC003
翼根,翼根,Structure,DOC003
33°,33°,Parameter,DOC003
银鸟,银鸟,Concept,DOC003
东方号,东方号,Concept,DOC003
气体与流动的基本性质与描述,气体与流动的基本性质与描述,Concept,DOC003
101325Pa,101325Pa,Parameter,DOC003
速度矢量,速度矢量,Parameter,DOC003
普朗特,普朗特,Concept,DOC003
方程组,方程组,Concept,DOC003
代入方程,代入方程,Concept,DOC003
上的投影,上的投影,Concept,DOC003
上翼面,上翼面,Structure,DOC003
翼型低速空气动力特性,翼型低速空气动力特性,Performance,DOC003
之间的夹角,之间的夹角,Concept,DOC003
二二,二二,Concept,DOC003
二二二,二二二,Concept,DOC003
最大升力系数,最大升力系数,Performance,DOC003
如式,如式,Concept,DOC003
菱形,菱形,Concept,DOC003
压力中心前移,压力中心前移,Concept,DOC003
随着迎角增大,随着迎角增大,Parameter,DOC003
弦长处,弦长处,Parameter,DOC003
由图3,由图3,Concept,DOC003
成反比,成反比,Concept,DOC003
改写成,改写成,Concept,DOC003
例3,例3,Concept,DOC003
所以有,所以有,Concept,DOC003
机翼低速和亚声速空气动力特性,机翼低速和亚声速空气动力特性,Structure,DOC003
波音757,波音757,Concept,DOC003
反之为负,反之为负,Concept,DOC003
在实际应用中,在实际应用中,Concept,DOC003
的关系为,的关系为,Concept,DOC003
冗入,冗入,Concept,DOC003
诱导阻力系数,诱导阻力系数,Performance,DOC003
注意到式,注意到式,Concept,DOC003
代入上式,代入上式,Concept,DOC003
展弦比入,展弦比入,Parameter,DOC003
3°,3°,Parameter,DOC003
翼根效应,翼根效应,Concept,DOC003
翼梢效应,翼梢效应,Concept,DOC003
5.0°,5.0°,Parameter,DOC003
42°,42°,Parameter,DOC003
的增大而增大,的增大而增大,Concept,DOC003
分离时,分离时,Mechanism,DOC003
侧缘,侧缘,Structure,DOC003
则得,则得,Concept,DOC003
通过单,通过单,Concept,DOC003
格劳特法则,格劳特法则,Concept,DOC003
有如下关系,有如下关系,Concept,DOC003
的关系是,的关系是,Concept,DOC003
超声速与跨声速翼型和机翼的空气动力特性,超声速与跨声速翼型和机翼的空气动力特性,Structure,DOC003
马赫线,马赫线,Concept,DOC003
波阻系数,波阻系数,Concept,DOC003
零升阻力系数,零升阻力系数,Performance,DOC003
35°,35°,Parameter,DOC003
后缘和侧缘,后缘和侧缘,Structure,DOC003
三维流区,三维流区,Concept,DOC003
综合来看,综合来看,Concept,DOC003
临界压强,临界压强,Parameter,DOC003
53.5°,53.5°,Parameter,DOC003
9°,9°,Parameter,DOC003
32.9°,32.9°,Parameter,DOC003
为大气密度,为大气密度,Concept,DOC003
火神,火神,Concept,DOC003
但另一方面,但另一方面,Concept,DOC003
飞机类型,飞机类型,Aircraft,DOC003
喷气运输机,喷气运输机,Aircraft,DOC003
第二步,第二步,Concept,DOC003
第三步,第三步,Concept,DOC003
9.8N,9.8N,Parameter,DOC003
三缝襟翼,三缝襟翼,Mechanism,DOC003
喷气教练机,喷气教练机,Concept,DOC003
因此有,因此有,Concept,DOC003
8N,8N,Parameter,DOC003
起飞距离,起飞距离,Mission,DOC003
过载系数,过载系数,Concept,DOC003
其外形满足,其外形满足,Concept,DOC003
对单,对单,Concept,DOC003
65°,65°,Parameter,DOC003
4.5°,4.5°,Parameter,DOC003
3.5°,3.5°,Parameter,DOC003
6.5°,6.5°,Parameter,DOC003
盗贼,盗贼,Concept,DOC003
主襟翼,主襟翼,Structure,DOC003
襟副翼,襟副翼,Concept,DOC003
全动平尾,全动平尾,Structure,DOC003
47°,47°,Parameter,DOC003
12.24°,12.24°,Parameter,DOC003
对于式,对于式,Concept,DOC003
一般说来,一般说来,Concept,DOC003
85°,85°,Parameter,DOC003
轨道舱,轨道舱,Mission,DOC003
100°,100°,Parameter,DOC003
总编委会,总编委会,Concept,DOC003
临近空间,临近空间,Mission,DOC003
长沙,长沙,Concept,DOC003
36°,36°,Parameter,DOC003
72°,72°,Parameter,DOC003
26°,26°,Parameter,DOC003
最大起飞,最大起飞,Mission,DOC003
73°,73°,Parameter,DOC003
58°,58°,Parameter,DOC003
48°,48°,Parameter,DOC003
54°,54°,Parameter,DOC003
52°,52°,Parameter,DOC003
53°,53°,Parameter,DOC003
37°,37°,Parameter,DOC003
该表内容主要摘自,该表内容主要摘自,Concept,DOC003
固定式子翼,固定式子翼,Concept,DOC003
飞机设计手册第6,飞机设计手册第6,Aircraft,DOC003
98.5°,98.5°,Parameter,DOC003
飞机名称,飞机名称,Aircraft,DOC003
原麦道,原麦道,Concept,DOC003
英宇航,英宇航,Concept,DOC003
双折叠翼变体飞行器,双折叠翼变体飞行器,Aircraft,DOC004
张旭辉,张旭辉,Concept,DOC004
进一步开展了单,进一步开展了单,Concept,DOC004
双折叠翼变体,双折叠翼变体,Mechanism,DOC004
分析了单,分析了单,Concept,DOC004
形成了单,形成了单,Concept,DOC004
为原准机,为原准机,Concept,DOC004
双折叠翼变,双折叠翼变,Mechanism,DOC004
双折叠,双折叠,Mechanism,DOC004
开展了单,开展了单,Concept,DOC004
双折叠翼,双折叠翼,Mechanism,DOC004
aircraft,aircraft,Aircraft,DOC004
morphing,morphing,Mechanism,DOC004
插图清单,插图清单,Concept,DOC004
大展弦比变展长变体飞行器设计规律研究,大展弦比变展长变体飞行器设计规律研究,Mission,DOC004
本章小结,本章小结,Concept,DOC004
双折叠翼变体飞行器的概念,双折叠翼变体飞行器的概念,Mechanism,DOC004
双折叠翼变体飞行器的气动特性研究,双折叠翼变体飞行器的气动特性研究,Mechanism,DOC004
双折叠翼变体飞行器的动力学和控制研究,双折叠翼变体飞行器的动力学和控制研究,ControlMethod,DOC004
机翼变体,机翼变体,Mechanism,DOC004
双折叠翼变体飞行器的结构机构设计研究,双折叠翼变体飞行器的结构机构设计研究,Mechanism,DOC004
双折叠翼变体飞行器总体设计方法研究,双折叠翼变体飞行器总体设计方法研究,Mechanism,DOC004
双折叠翼变体飞行器的原理验证研究,双折叠翼变体飞行器的原理验证研究,Mechanism,DOC004
总结与展望,总结与展望,Concept,DOC004
致谢,致谢,Concept,DOC004
个人简历,个人简历,Concept,DOC004
在学期间完成的相关学术成果,在学期间完成的相关学术成果,Concept,DOC004
全球鹰,全球鹰,Concept,DOC004
伸缩翼,伸缩翼,Concept,DOC004
应用变体技术减少了50,应用变体技术减少了50,Aircraft,DOC004
活动机翼,活动机翼,Structure,DOC004
双折叠翼变体飞,双折叠翼变体飞,Mechanism,DOC004
上下机翼处于不同位置时双翼的零升攻角,上下机翼处于不同位置时双翼的零升攻角,Structure,DOC004
上下机翼处于不同位置时双翼的升力线斜率,上下机翼处于不同位置时双翼的升力线斜率,Performance,DOC004
上下机翼处于不同位置时双翼的最大升力系数,上下机翼处于不同位置时双翼的最大升力系数,Performance,DOC004
上下机翼处于不同位置时双翼的失速攻角,上下机翼处于不同位置时双翼的失速攻角,Performance,DOC004
度攻角,度攻角,Parameter,DOC004
和6度攻角,和6度攻角,Parameter,DOC004
单翼状态,单翼状态,Concept,DOC004
3200N,3200N,Parameter,DOC004
7000N,7000N,Parameter,DOC004
原理验证机实物图,原理验证机实物图,Concept,DOC004
原理验证机从单翼到双翼的变体过程,原理验证机从单翼到双翼的变体过程,Aircraft,DOC004
伴飞无人机视角,伴飞无人机视角,Aircraft,DOC004
原理验证机从双翼到单翼的变体过程,原理验证机从双翼到单翼的变体过程,Aircraft,DOC004
最大起飞重量,最大起飞重量,Mission,DOC004
图片来源于网络,图片来源于网络,Concept,DOC004
仿生学,仿生学,Concept,DOC004
章为单,章为单,Concept,DOC004
在变体过程中,在变体过程中,Aircraft,DOC004
无人机为例,无人机为例,Aircraft,DOC004
在本节中,在本节中,Concept,DOC004
在整个变体过程中,在整个变体过程中,Aircraft,DOC004
个自由度,个自由度,Concept,DOC004
巡航翼展,巡航翼展,Mission,DOC004
在变体过程,在变体过程,Aircraft,DOC004
400km/h,400km/h,Parameter,DOC004
同展长,同展长,Parameter,DOC004
组双翼,组双翼,Concept,DOC004
倍弦长以内时,倍弦长以内时,Parameter,DOC004
度左右,度左右,Concept,DOC004
倍弦长,倍弦长,Parameter,DOC004
从上至下分别为双翼整体,从上至下分别为双翼整体,Concept,DOC004
重新组成了167,重新组成了167,Concept,DOC004
上机翼弦长大于下机翼,上机翼弦长大于下机翼,Structure,DOC004
下机翼弦长大于上机翼,下机翼弦长大于上机翼,Structure,DOC004
上机翼弯度大于下机翼,上机翼弯度大于下机翼,Structure,DOC004
上机翼弯度小于下机翼,上机翼弯度小于下机翼,Structure,DOC004
双折叠翼变体飞行器来说,双折叠翼变体飞行器来说,Mechanism,DOC004
900N,900N,Parameter,DOC004
1150N,1150N,Parameter,DOC004
控制策略,控制策略,ControlMethod,DOC004
带入式,带入式,Concept,DOC004
10000N,10000N,Parameter,DOC004
为扭矩,为扭矩,Concept,DOC004
当活动机翼处于其他位置时,当活动机翼处于其他位置时,Structure,DOC004
如表7,如表7,Concept,DOC004
起飞翼展,起飞翼展,Mission,DOC004
折叠机翼,折叠机翼,Mechanism,DOC004
15m/s,15m/s,Parameter,DOC004
12m/s,12m/s,Parameter,DOC004
章中的研究结论,章中的研究结论,Concept,DOC004
孙健,孙健,Concept,DOC004
哈尔滨,哈尔滨,Concept,DOC004
董二宝,董二宝,Concept,DOC004
飞机手册编委会,飞机手册编委会,Aircraft,DOC004
余旭东,余旭东,Concept,DOC005
飞行器结构可靠性设计,飞行器结构可靠性设计,Structure,DOC005
思考题,思考题,Concept,DOC005
飞行器的载荷分析,飞行器的载荷分析,Performance,DOC005
储箱的结构设计,储箱的结构设计,Structure,DOC005
杆系结构,杆系结构,Structure,DOC005
是强翘翼要求,是强翘翼要求,Concept,DOC005
是导出要求,是导出要求,Concept,DOC005
弹体坐标系,弹体坐标系,Parameter,DOC005
其值为,其值为,Concept,DOC005
25m/s,25m/s,Parameter,DOC005
40m/s,40m/s,Parameter,DOC005
000N,000N,Parameter,DOC005
200m/s,200m/s,Parameter,DOC005
20m/s,20m/s,Parameter,DOC005
确定弹,确定弹,Concept,DOC005
又由于,又由于,Concept,DOC005
210m/s,210m/s,Parameter,DOC005
爆炸螺栓,爆炸螺栓,Structure,DOC005
45N,45N,Parameter,DOC005
奥氏体,奥氏体,Concept,DOC005
18N,18N,Parameter,DOC005
马氏体,马氏体,Concept,DOC005
13N,13N,Parameter,DOC005
170m/s,170m/s,Parameter,DOC005
简述弹,简述弹,Concept,DOC005
例1,例1,Concept,DOC005
剪流,剪流,Concept,DOC005
卡块,卡块,Concept,DOC005
要么,要么,Concept,DOC005
身的结构与设计,身的结构与设计,Structure,DOC005
锥如对于织梁来说,锥如对于织梁来说,Concept,DOC005
可简化为,可简化为,Concept,DOC005
5Pa,5Pa,Parameter,DOC005
长半轴,长半轴,Concept,DOC005
由此可以看出,由此可以看出,Concept,DOC005
即有,即有,Concept,DOC005
意义位置,意义位置,Concept,DOC005
1.0°,1.0°,Parameter,DOC005
0.7°,0.7°,Parameter,DOC005
150°,150°,Parameter,DOC005
200°,200°,Parameter,DOC005
飞行器结构及其设计,飞行器结构及其设计,Structure,DOC005
轴与,轴与,Concept,DOC005
0.2°,0.2°,Parameter,DOC005
之间的角度,之间的角度,Parameter,DOC005
49.5°,49.5°,Parameter,DOC005
箱连接分离装置,箱连接分离装置,Mechanism,DOC005
直筒连接配合直径主要有两种,直筒连接配合直径主要有两种,Concept,DOC005
其中0,其中0,Concept,DOC005
在图8,在图8,Concept,DOC005
内板,内板,Concept,DOC005
由于式,由于式,Concept,DOC005
设计外加载荷,设计外加载荷,Performance,DOC005
如前所述,如前所述,Concept,DOC005
可得式,可得式,Concept,DOC005
实部,实部,Concept,DOC005
向上为正,向上为正,Concept,DOC005
虚部,虚部,Concept,DOC005
且服从一定的分布,且服从一定的分布,Concept,DOC005
相应于式,相应于式,Concept,DOC005
则可得,则可得,Concept,DOC005
例2,例2,Concept,DOC005
360N,360N,Parameter,DOC005
20N,20N,Parameter,DOC005
2000N,2000N,Parameter,DOC005
600N,600N,Parameter,DOC005
105.22N,105.22N,Parameter,DOC005
260N,260N,Parameter,DOC005
故障影响,故障影响,Concept,DOC005
100.0N,100.0N,Parameter,DOC005
36.75N,36.75N,Parameter,DOC005
飞行器结构数字化设计,飞行器结构数字化设计,Structure,DOC005
1N,1N,Parameter,DOC005
陈树生,陈树生,Concept,DOC006
陈钱,陈钱,Concept,DOC006
130°,130°,Parameter,DOC006
四元数,四元数,Parameter,DOC006
白鹏,白鹏,Concept,DOC006
航空工程进展,航空工程进展,Concept,DOC006
解春雷,解春雷,Concept,DOC006
刘思佳,刘思佳,Concept,DOC006
强化学习,强化学习,ControlMethod,DOC007
运动学方程,运动学方程,Concept,DOC007
V控制,V控制,ControlMethod,DOC007
滑模控制,滑模控制,ControlMethod,DOC007
PID控制,PID控制,ControlMethod,DOC007
Lpv控制,Lpv控制,ControlMethod,DOC007
变体飞行器与结构,变体飞行器与结构,Structure,DOC008
第1章概述,第1章概述,Concept,DOC008
第2章昆虫,第2章昆虫,Concept,DOC008
鸟类和蝙蝠的翅膀变形,鸟类和蝙蝠的翅膀变形,Mechanism,DOC008
构造和功能,构造和功能,Concept,DOC008
第3章微型航空器的仿生学变形,第3章微型航空器的仿生学变形,Mechanism,DOC008
微型航空器,微型航空器,Concept,DOC008
第4章智能变体无人机的形状与飞行控制,第4章智能变体无人机的形状与飞行控制,ControlMethod,DOC008
第5章变体飞行器建模与仿真,第5章变体飞行器建模与仿真,Mission,DOC008
第6章仿鸟飞行器的飞行动力学建模,第6章仿鸟飞行器的飞行动力学建模,Mission,DOC008
第7章具有时变惯量的变体飞行器飞行动力学,第7章具有时变惯量的变体飞行器飞行动力学,Mission,DOC008
第11章分级控制与先进变体系统的规划,第11章分级控制与先进变体系统的规划,ControlMethod,DOC008
左翼,左翼,Concept,DOC008
1.10N,1.10N,Parameter,DOC008
1.11N,1.11N,Parameter,DOC008
之后重绘,之后重绘,Concept,DOC008
10m/s,10m/s,Parameter,DOC008
如上所述,如上所述,Concept,DOC008
众所周知,众所周知,Concept,DOC008
RL控制,RL控制,ControlMethod,DOC008
SAMI控制,SAMI控制,ControlMethod,DOC008
RLC控制,RLC控制,ControlMethod,DOC008
形状记忆效应,形状记忆效应,Concept,DOC008
代人式,代人式,Concept,DOC008
17.5°,17.5°,Parameter,DOC008
磅力,磅力,Concept,DOC008
右小翼,右小翼,Concept,DOC008
见5,见5,Concept,DOC008
LQR控制,LQR控制,ControlMethod,DOC008
SAS控制,SAS控制,ControlMethod,DOC008
90m/s,90m/s,Parameter,DOC008
46.11m/s,46.11m/s,Parameter,DOC008
9.81m/s,9.81m/s,Parameter,DOC008
7.79m/s,7.79m/s,Parameter,DOC008
1998Pa,1998Pa,Parameter,DOC008
及式,及式,Concept,DOC008
