id,name,entity_type,source_doc
螺纹,螺纹,Structure,DOC001
安全寿命,安全寿命,Performance,DOC001
包线,包线,Concept,DOC001
裂纹扩展,裂纹扩展,Concept,DOC001
临界应力,临界应力,Performance,DOC001
评价,评价,Performance,DOC001
插值,插值,ControlMethod,DOC001
准确性,准确性,Performance,DOC001
输入,输入,Parameter,DOC001
合力,合力,Parameter,DOC001
几何形状,几何形状,Parameter,DOC001
质量特性,质量特性,Performance,DOC001
攻角,攻角,Parameter,DOC001
爆炸,爆炸,Concept,DOC001
响应分析,响应分析,ControlMethod,DOC001
附着,附着,Concept,DOC001
激波,激波,Concept,DOC001
红外,红外,Concept,DOC001
适用范围,适用范围,Concept,DOC001
容限,容限,Parameter,DOC001
力学性能,力学性能,Performance,DOC001
曲线,曲线,Concept,DOC001
关系曲线,关系曲线,Concept,DOC001
衰减,衰减,Performance,DOC001
破坏模式,破坏模式,Concept,DOC001
支承,支承,Structure,DOC001
静止,静止,Concept,DOC001
静力,静力,Concept,DOC001
振幅,振幅,Parameter,DOC001
雷诺数,雷诺数,Parameter,DOC001
闭环,闭环,ControlMethod,DOC001
高频,高频,Parameter,DOC001
边界条件,边界条件,Parameter,DOC001
热应力,热应力,Parameter,DOC001
最大值,最大值,Performance,DOC001
影响因素,影响因素,Concept,DOC001
步骤,步骤,Concept,DOC001
操纵机构,操纵机构,Structure,DOC001
实际应用,实际应用,Mission,DOC001
超声,超声,Concept,DOC001
涡流,涡流,Concept,DOC001
正向,正向,Concept,DOC001
散射,散射,Concept,DOC001
计算方法,计算方法,Concept,DOC001
飞行器机构,飞行器机构,Mechanism,DOC001
公式,公式,Concept,DOC001
模量,模量,Parameter,DOC001
分类,分类,Concept,DOC001
负值,负值,Parameter,DOC001
疲劳强度,疲劳强度,Performance,DOC001
复合材料构件,复合材料构件,Structure,DOC001
离散,离散,Concept,DOC001
合板,合板,Structure,DOC001
线性,线性,Concept,DOC001
主要特点,主要特点,Concept,DOC001
铸造,铸造,Concept,DOC001
相变,相变,Concept,DOC001
热解,热解,Concept,DOC001
智能材料,智能材料,Concept,DOC001
形状记忆,形状记忆,Concept,DOC001
伸缩,伸缩,Mechanism,DOC001
电流,电流,Parameter,DOC001
变体飞行器,变体飞行器,Mission,DOC001
驱动器,驱动器,Mechanism,DOC001
正交,正交,Concept,DOC001
常数,常数,Parameter,DOC001
90°,90°,Parameter,DOC001
比例,比例,Parameter,DOC001
因素影响,因素影响,Concept,DOC001
路径,路径,Mission,DOC001
冲击损伤,冲击损伤,Concept,DOC001
装备,装备,Concept,DOC001
梯度,梯度,Parameter,DOC001
复杂性,复杂性,Concept,DOC001
模块,模块,Concept,DOC001
并行工程,并行工程,Concept,DOC001
后期,后期,Mission,DOC001
气动布局,气动布局,Performance,DOC001
运动状态,运动状态,Concept,DOC001
惯性力,惯性力,Parameter,DOC001
飞行器运动,飞行器运动,Mission,DOC001
流场,流场,Concept,DOC001
硬壳,硬壳,Structure,DOC001
利用率,利用率,Performance,DOC001
流量,流量,Parameter,DOC001
剪力,剪力,Parameter,DOC001
集中载荷,集中载荷,Parameter,DOC001
串联,串联,Concept,DOC001
杆件,杆件,Structure,DOC001
连接方式,连接方式,Structure,DOC001
几何,几何,Parameter,DOC001
杆系,杆系,Structure,DOC001
性质,性质,Parameter,DOC001
等效,等效,Concept,DOC001
受力情况,受力情况,Concept,DOC001
整流罩,整流罩,Structure,DOC001
取向,取向,Parameter,DOC001
精度要求,精度要求,Performance,DOC001
型机,型机,Aircraft,DOC001
机动飞行,机动飞行,Mission,DOC001
主要任务,主要任务,Mission,DOC001
数目,数目,Parameter,DOC001
幅度,幅度,Parameter,DOC001
补偿,补偿,ControlMethod,DOC001
椭圆形,椭圆形,Concept,DOC001
层压板,层压板,Structure,DOC001
铆钉,铆钉,Structure,DOC001
梁式,梁式,Structure,DOC001
横截面,横截面,Structure,DOC001
对称性,对称性,Concept,DOC001
抗弯,抗弯,Performance,DOC001
法线,法线,Parameter,DOC001
回路,回路,Concept,DOC001
机翼机身,机翼机身,Structure,DOC001
纵轴,纵轴,Parameter,DOC001
惯性矩,惯性矩,Parameter,DOC001
积分,积分,Parameter,DOC001
曲率,曲率,Parameter,DOC001
最优,最优,Concept,DOC001
叠加,叠加,Concept,DOC001
函数,函数,Concept,DOC001
关系式,关系式,Concept,DOC001
间距,间距,Parameter,DOC001
等于零,等于零,Parameter,DOC001
投影,投影,Parameter,DOC001
方向相反,方向相反,Concept,DOC001
中间层,中间层,Structure,DOC001
螺钉,螺钉,Structure,DOC001
重叠,重叠,Concept,DOC001
平行,平行,Parameter,DOC001
酚醛,酚醛,Concept,DOC001
切线,切线,Concept,DOC001
坐标,坐标,Parameter,DOC001
泊松比,泊松比,Parameter,DOC001
圆筒,圆筒,Structure,DOC001
曲率半径,曲率半径,Parameter,DOC001
低温贮箱,低温贮箱,Structure,DOC001
极大,极大,Performance,DOC001
复合材料低温,复合材料低温,Performance,DOC001
2°,2°,Parameter,DOC001
焊缝,焊缝,Structure,DOC001
梯形,梯形,Concept,DOC001
基座,基座,Structure,DOC001
拉力,拉力,Performance,DOC001
增量,增量,Parameter,DOC001
微小,微小,Parameter,DOC001
吸热,吸热,Concept,DOC001
纳米,纳米,Concept,DOC001
尺度,尺度,Parameter,DOC001
应力应变,应力应变,Concept,DOC001
性能指标,性能指标,Performance,DOC001
场景,场景,Mission,DOC001
终端,终端,Mission,DOC001
大地,大地,Concept,DOC001
交点,交点,Concept,DOC001
第一代,第一代,Concept,DOC001
搭接,搭接,Concept,DOC001
几何参数,几何参数,Parameter,DOC001
孔径,孔径,Parameter,DOC001
斜面,斜面,Structure,DOC001
中等,中等,Performance,DOC001
6°,6°,Parameter,DOC001
8°,8°,Parameter,DOC001
太阳电池,太阳电池,Structure,DOC001
滚转,滚转,Concept,DOC001
偏航,偏航,ControlMethod,DOC001
功率,功率,Parameter,DOC001
细长,细长,Concept,DOC001
螺杆,螺杆,Mechanism,DOC001
物面,物面,Concept,DOC001
参数优化,参数优化,ControlMethod,DOC001
旋转运动,旋转运动,Concept,DOC001
伺服,伺服,ControlMethod,DOC001
转换,转换,Concept,DOC001
空气动力,空气动力,Performance,DOC001
铰链力矩,铰链力矩,Performance,DOC001
仰角,仰角,Parameter,DOC001
偏角,偏角,Parameter,DOC001
力矩导数,力矩导数,Parameter,DOC001
压力中心,压力中心,Parameter,DOC001
舵机,舵机,Structure,DOC001
轴向载荷,轴向载荷,Parameter,DOC001
球面,球面,Structure,DOC001
相对运动,相对运动,Concept,DOC001
低速,低速,Mission,DOC001
强度要求,强度要求,Concept,DOC001
方位角,方位角,Parameter,DOC001
加强筋,加强筋,Structure,DOC001
预紧,预紧,Parameter,DOC001
运动过程,运动过程,Mission,DOC001
装配工艺,装配工艺,Structure,DOC001
延迟,延迟,Parameter,DOC001
锁紧,锁紧,Mechanism,DOC001
解锁,解锁,Mechanism,DOC001
载荷载荷,载荷载荷,Performance,DOC001
运动参数,运动参数,Parameter,DOC001
磁场,磁场,Parameter,DOC001
飞行数据,飞行数据,Mission,DOC001
航天飞机飞行,航天飞机飞行,Mission,DOC001
缝隙,缝隙,Structure,DOC001
折叠,折叠,Mechanism,DOC001
基板,基板,Structure,DOC001
电压,电压,Parameter,DOC001
网格,网格,Concept,DOC001
飞行器外形,飞行器外形,Mission,DOC001
指向,指向,Concept,DOC001
俯仰角,俯仰角,Parameter,DOC001
360°,360°,Parameter,DOC001
宏观,宏观,Concept,DOC001
常量,常量,Parameter,DOC001
形状变化,形状变化,Mechanism,DOC001
名义应力,名义应力,Performance,DOC001
振动频率,振动频率,Parameter,DOC001
干涉,干涉,Concept,DOC001
半径,半径,Parameter,DOC001
法则,法则,Concept,DOC001
级数,级数,Concept,DOC001
高阶,高阶,Concept,DOC001
名义,名义,Parameter,DOC001
双曲线,双曲线,Concept,DOC001
有限元法,有限元法,ControlMethod,DOC001
卸载,卸载,Concept,DOC001
180°,180°,Parameter,DOC001
均值,均值,Parameter,DOC001
2N,2N,Parameter,DOC001
常值,常值,Parameter,DOC001
载荷飞行器,载荷飞行器,Aircraft,DOC001
算法,算法,ControlMethod,DOC001
总体设计,总体设计,Concept,DOC001
峰值,峰值,Performance,DOC001
几何尺寸,几何尺寸,Parameter,DOC001
定常,定常,Concept,DOC001
变化曲线,变化曲线,Performance,DOC001
斜率,斜率,Parameter,DOC001
10°,10°,Parameter,DOC001
4°,4°,Parameter,DOC001
共享,共享,Concept,DOC001
软件,软件,Document,DOC001
全过程,全过程,Mission,DOC001
激光,激光,Concept,DOC001
数字样机,数字样机,Concept,DOC001
手册,手册,Document,DOC001
装配过程,装配过程,Structure,DOC001
螺母,螺母,Structure,DOC001
训练,训练,ControlMethod,DOC001
产品数据,产品数据,Concept,DOC001
数据管理,数据管理,Concept,DOC001
追踪,追踪,ControlMethod,DOC001
航天飞机研制,航天飞机研制,Aircraft,DOC001
带机,带机,Concept,DOC001
升降舵,升降舵,Structure,DOC001
平尾,平尾,Structure,DOC001
控制器,控制器,ControlMethod,DOC001
客机,客机,Aircraft,DOC001
雷达,雷达,Concept,DOC001
壁面,壁面,Structure,DOC001
黏性,黏性,Concept,DOC001
联动,联动,ControlMethod,DOC001
虚拟装配,虚拟装配,Structure,DOC001
战斗机,战斗机,Aircraft,DOC001
总体方案,总体方案,Concept,DOC001
wing,wing,Structure,DOC001
空气动力学,空气动力学,Performance,DOC002
国防工业,国防工业,Concept,DOC002
编码,编码,Concept,DOC002
武器,武器,Concept,DOC002
月球,月球,Mission,DOC002
环量,环量,Parameter,DOC002
掠翼,掠翼,Structure,DOC002
超临界,超临界,Mission,DOC002
脱体,脱体,Concept,DOC002
声速,声速,Parameter,DOC002
稀薄,稀薄,Concept,DOC002
气动数据,气动数据,Performance,DOC002
气动数据库,气动数据库,Document,DOC002
航天飞机气动,航天飞机气动,Performance,DOC002
气动外形,气动外形,Structure,DOC002
数值模拟,数值模拟,Concept,DOC002
航天飞机气动布局,航天飞机气动布局,Performance,DOC002
外形优化,外形优化,Concept,DOC002
压力系数,压力系数,Parameter,DOC002
导数,导数,Parameter,DOC002
喷流干扰,喷流干扰,Concept,DOC002
三角形,三角形,Structure,DOC002
自由分子,自由分子,Concept,DOC002
流区,流区,Concept,DOC002
一维,一维,Parameter,DOC002
初始条件,初始条件,Parameter,DOC002
稳定度,稳定度,Performance,DOC002
飞行器气动布局,飞行器气动布局,Performance,DOC002
转弯,转弯,Mission,DOC002
弹头,弹头,Concept,DOC002
射程,射程,Performance,DOC002
弹体,弹体,Aircraft,DOC002
空间飞行器,空间飞行器,Aircraft,DOC002
三角翼,三角翼,Structure,DOC002
320km/h,320km/h,Parameter,DOC002
引力,引力,Parameter,DOC002
并联,并联,Concept,DOC002
进场着陆,进场着陆,Mission,DOC002
储箱,储箱,Structure,DOC002
通信,通信,Concept,DOC002
操稳,操稳,Concept,DOC002
活塞,活塞,Structure,DOC002
流体力学,流体力学,Concept,DOC002
航天飞机外形,航天飞机外形,Structure,DOC002
飞行高度,飞行高度,Parameter,DOC002
真实气体,真实气体,Concept,DOC002
机翼面积,机翼面积,Parameter,DOC002
后掠角,后掠角,Parameter,DOC002
81°,81°,Parameter,DOC002
动力学特性,动力学特性,Performance,DOC002
真实气体效应,真实气体效应,Concept,DOC002
配平,配平,ControlMethod,DOC002
升力系数,升力系数,Performance,DOC002
阻力系数,阻力系数,Performance,DOC002
绕流,绕流,Concept,DOC002
法向力,法向力,Performance,DOC002
俯仰力矩系数,俯仰力矩系数,Parameter,DOC002
压心,压心,Concept,DOC002
相互干扰,相互干扰,Concept,DOC002
8.58°,8.58°,Parameter,DOC002
层流,层流,Concept,DOC002
运输机,运输机,Aircraft,DOC002
80°,80°,Parameter,DOC002
反角,反角,Parameter,DOC002
全动,全动,Concept,DOC002
风洞试验数据,风洞试验数据,Document,DOC002
流线,流线,Concept,DOC002
飞行器应用,飞行器应用,Mission,DOC002
转角,转角,Parameter,DOC002
来流,来流,Parameter,DOC002
力矩系数,力矩系数,Performance,DOC002
滚转力矩,滚转力矩,Performance,DOC002
阻尼导数,阻尼导数,Parameter,DOC002
俯仰力矩,俯仰力矩,Parameter,DOC002
偏航力矩,偏航力矩,Parameter,DOC002
侧滑,侧滑,Concept,DOC002
下标,下标,Parameter,DOC002
焦点,焦点,Concept,DOC002
高度变化,高度变化,Parameter,DOC002
连续流,连续流,Concept,DOC002
38°,38°,Parameter,DOC002
24°,24°,Parameter,DOC002
2128.04Pa,2128.04Pa,Parameter,DOC002
26.6°,26.6°,Parameter,DOC002
60°,60°,Parameter,DOC002
8973.08Pa,8973.08Pa,Parameter,DOC002
18°,18°,Parameter,DOC002
9267.28Pa,9267.28Pa,Parameter,DOC002
17°,17°,Parameter,DOC002
7776.67Pa,7776.67Pa,Parameter,DOC002
10169.50Pa,10169.50Pa,Parameter,DOC002
313km/h,313km/h,Parameter,DOC002
370km/h,370km/h,Parameter,DOC002
压力分布,压力分布,Performance,DOC002
100m/s,100m/s,Parameter,DOC002
迎角,迎角,Parameter,DOC002
12°,12°,Parameter,DOC002
22°,22°,Parameter,DOC002
1436.4Pa,1436.4Pa,Parameter,DOC002
23940Pa,23940Pa,Parameter,DOC002
驻点,驻点,Concept,DOC002
16758Pa,16758Pa,Parameter,DOC002
69426Pa,69426Pa,Parameter,DOC002
差分,差分,Concept,DOC002
飞行器气动特性,飞行器气动特性,Performance,DOC002
自由飞行,自由飞行,Mission,DOC002
交会,交会,Mission,DOC002
飞行力学,飞行力学,Mission,DOC002
飞行特性,飞行特性,Performance,DOC002
阻比,阻比,Performance,DOC002
轨道参数,轨道参数,Parameter,DOC002
容积,容积,Parameter,DOC002
飞行器总体设计,飞行器总体设计,Mission,DOC002
相对位置,相对位置,Parameter,DOC002
约束条件,约束条件,ControlMethod,DOC002
优化算法,优化算法,ControlMethod,DOC002
旋涡,旋涡,Concept,DOC002
非定常,非定常,Concept,DOC002
背风面,背风面,Concept,DOC002
气动力特性,气动力特性,Performance,DOC002
迎风,迎风,Parameter,DOC002
7.5°,7.5°,Parameter,DOC002
16°,16°,Parameter,DOC002
RCS控制,RCS控制,ControlMethod,DOC002
958.11Pa,958.11Pa,Parameter,DOC002
478.56Pa,478.56Pa,Parameter,DOC002
流动量,流动量,Parameter,DOC002
1°,1°,Parameter,DOC002
马赫数变化,马赫数变化,Parameter,DOC002
6500m/s,6500m/s,Parameter,DOC002
39°,39°,Parameter,DOC002
多体,多体,Concept,DOC002
牛顿,牛顿,Concept,DOC002
燃油,燃油,Parameter,DOC002
质心,质心,Parameter,DOC002
俯仰运动,俯仰运动,Concept,DOC002
振荡,振荡,Concept,DOC002
角速度,角速度,Parameter,DOC002
几何外形,几何外形,Parameter,DOC002
28°,28°,Parameter,DOC002
飞行条件,飞行条件,Mission,DOC002
副翼偏转,副翼偏转,ControlMethod,DOC002
20°,20°,Parameter,DOC002
反力,反力,Parameter,DOC002
通量,通量,Parameter,DOC002
湍流,湍流,Concept,DOC002
气动力系数,气动力系数,Parameter,DOC002
代价,代价,ControlMethod,DOC002
飞行动力学,飞行动力学,Mission,DOC002
零升阻力,零升阻力,Performance,DOC002
飞行速度,飞行速度,Performance,DOC002
隐身,隐身,Concept,DOC002
主要部件,主要部件,Concept,DOC002
尾流,尾流,Concept,DOC002
展弦比,展弦比,Parameter,DOC002
飞机气动,飞机气动,Performance,DOC002
质心位置,质心位置,Parameter,DOC002
最大过载,最大过载,Performance,DOC002
质点,质点,Concept,DOC002
15°,15°,Parameter,DOC002
目标函数,目标函数,Concept,DOC002
初值,初值,Parameter,DOC002
试验次数,试验次数,Parameter,DOC002
落点,落点,Mission,DOC002
论文,论文,Document,DOC002
辨识,辨识,ControlMethod,DOC002
增升,增升,Performance,DOC002
气动阻力,气动阻力,Performance,DOC002
布局形式,布局形式,Concept,DOC002
参数选择,参数选择,Parameter,DOC002
弹道式,弹道式,Mission,DOC002
热流密度,热流密度,Parameter,DOC002
攻角下,攻角下,Parameter,DOC002
运动轨迹,运动轨迹,Mission,DOC002
轴对称,轴对称,Concept,DOC002
偏置,偏置,Parameter,DOC002
气动效率,气动效率,Performance,DOC002
单翼,单翼,Structure,DOC002
计算机辅助,计算机辅助,Concept,DOC002
产生升力,产生升力,Concept,DOC002
机翼气动,机翼气动,Performance,DOC002
机翼平面形状,机翼平面形状,Structure,DOC002
变后掠翼,变后掠翼,Mechanism,DOC002
相对厚度,相对厚度,Parameter,DOC002
弯度,弯度,Parameter,DOC002
增升装置,增升装置,Structure,DOC002
水平尾翼,水平尾翼,Structure,DOC002
翼梢,翼梢,Structure,DOC002
重力加速度,重力加速度,Parameter,DOC002
平飞,平飞,Mission,DOC002
轨道倾角,轨道倾角,Parameter,DOC002
长细,长细,Parameter,DOC002
恒定,恒定,Concept,DOC002
30m/s,30m/s,Parameter,DOC002
最优化,最优化,ControlMethod,DOC002
目标优化,目标优化,Concept,DOC002
向量,向量,Concept,DOC002
收敛,收敛,Performance,DOC002
俯角,俯角,Parameter,DOC002
分级,分级,Concept,DOC002
目标规划,目标规划,ControlMethod,DOC002
标量,标量,Parameter,DOC002
遗传算法,遗传算法,ControlMethod,DOC002
鲁棒性,鲁棒性,ControlMethod,DOC002
适应度,适应度,Performance,DOC002
种群,种群,Concept,DOC002
二次曲线,二次曲线,Concept,DOC002
椭圆,椭圆,Concept,DOC002
方程式,方程式,Concept,DOC002
水平面,水平面,Concept,DOC002
半轴,半轴,Parameter,DOC002
5°,5°,Parameter,DOC002
外形参数,外形参数,Parameter,DOC002
平面形状,平面形状,Structure,DOC002
50°,50°,Parameter,DOC002
海平面,海平面,Parameter,DOC002
85m/s,85m/s,Parameter,DOC002
飞机机翼,飞机机翼,Structure,DOC002
前缘后掠角,前缘后掠角,Parameter,DOC002
摩擦阻力,摩擦阻力,Performance,DOC002
转动角速度,转动角速度,Parameter,DOC002
面元,面元,Parameter,DOC002
顶点,顶点,Concept,DOC002
速度变化,速度变化,Parameter,DOC002
22.5°,22.5°,Parameter,DOC002
坐标变换,坐标变换,Mechanism,DOC002
1.35°,1.35°,Parameter,DOC002
喷口,喷口,Structure,DOC002
信号,信号,Parameter,DOC002
马赫,马赫,Parameter,DOC002
夹角,夹角,Parameter,DOC002
因数,因数,Concept,DOC002
单位面积,单位面积,Parameter,DOC002
飞行器材料,飞行器材料,Mission,DOC002
飞行器质心,飞行器质心,Parameter,DOC002
速度坐标系,速度坐标系,Parameter,DOC002
线化,线化,ControlMethod,DOC002
线化理论,线化理论,Concept,DOC002
特征值,特征值,Parameter,DOC002
网格生成,网格生成,Concept,DOC002
守恒,守恒,Concept,DOC002
速度方向,速度方向,Parameter,DOC002
拉普拉斯,拉普拉斯,Concept,DOC002
速度分量,速度分量,Parameter,DOC002
微分方程,微分方程,Concept,DOC002
178°,178°,Parameter,DOC002
模糊,模糊,Concept,DOC002
2000°,2000°,Parameter,DOC002
1093°,1093°,Parameter,DOC002
10.0°,10.0°,Parameter,DOC002
非定常气动,非定常气动,Performance,DOC002
步长,步长,Parameter,DOC002
基准运动,基准运动,Concept,DOC002
翼尖,翼尖,Structure,DOC002
攻角变化,攻角变化,Parameter,DOC002
余弦,余弦,Parameter,DOC002
前缘半径,前缘半径,Parameter,DOC002
0N,0N,Parameter,DOC002
密封圈,密封圈,Structure,DOC002
平衡状态,平衡状态,Concept,DOC002
相对速度,相对速度,Parameter,DOC002
7838m/s,7838m/s,Parameter,DOC002
7938m/s,7938m/s,Parameter,DOC002
7792m/s,7792m/s,Parameter,DOC002
1000.28Pa,1000.28Pa,Parameter,DOC002
制导系统,制导系统,Concept,DOC002
2438m/s,2438m/s,Parameter,DOC002
731m/s,731m/s,Parameter,DOC002
478m/s,478m/s,Parameter,DOC002
7°,7°,Parameter,DOC002
10.2°,10.2°,Parameter,DOC002
6668.52Pa,6668.52Pa,Parameter,DOC002
14317.71Pa,14317.71Pa,Parameter,DOC002
机体坐标系,机体坐标系,Parameter,DOC002
开环,开环,ControlMethod,DOC002
扰动运动,扰动运动,Mission,DOC002
攻击,攻击,Parameter,DOC002
航迹,航迹,Mission,DOC002
特征方程,特征方程,Concept,DOC002
纵向扰动运动,纵向扰动运动,Concept,DOC002
周期模态,周期模态,Concept,DOC002
航向稳定性,航向稳定性,Performance,DOC002
稳定飞行,稳定飞行,Mission,DOC002
周期运动,周期运动,Concept,DOC002
样本,样本,Concept,DOC002
网络,网络,Concept,DOC002
飞行轨迹,飞行轨迹,Mission,DOC002
专家系统,专家系统,ControlMethod,DOC002
分布式,分布式,Concept,DOC002
鲁棒,鲁棒,Performance,DOC002
信噪比,信噪比,Performance,DOC002
正态分布,正态分布,Parameter,DOC002
方差,方差,Parameter,DOC002
随机变量,随机变量,Parameter,DOC002
多项式,多项式,Parameter,DOC002
动力系数,动力系数,Parameter,DOC002
被动,被动,ControlMethod,DOC002
经度,经度,Parameter,DOC002
纬度,纬度,Parameter,DOC002
大气密度,大气密度,Parameter,DOC002
总体参数,总体参数,Parameter,DOC002
动力学发展,动力学发展,Concept,DOC002
超声速流动,超声速流动,Mission,DOC003
飞机气动布局,飞机气动布局,Performance,DOC003
超声速飞行器气动,超声速飞行器气动,Performance,DOC003
飞机部件,飞机部件,Structure,DOC003
空气动力特性,空气动力特性,Performance,DOC003
无限翼展斜置,无限翼展斜置,Structure,DOC003
任务剖面,任务剖面,Mission,DOC003
常规布局,常规布局,Concept,DOC003
推重比,推重比,Performance,DOC003
发生器,发生器,Concept,DOC003
部件气动,部件气动,Performance,DOC003
襟翼,襟翼,Structure,DOC003
阻尼力矩,阻尼力矩,Performance,DOC003
飞机重量,飞机重量,Parameter,DOC003
无尾布局,无尾布局,Aircraft,DOC003
鸭式布局,鸭式布局,Aircraft,DOC003
飞翼,飞翼,Aircraft,DOC003
机翼平面,机翼平面,Structure,DOC003
超临界翼型,超临界翼型,Structure,DOC003
前缘襟翼,前缘襟翼,Structure,DOC003
前缘缝翼,前缘缝翼,Structure,DOC003
后缘襟翼,后缘襟翼,Structure,DOC003
双缝襟翼,双缝襟翼,Structure,DOC003
涡流发生器,涡流发生器,Mechanism,DOC003
整流,整流,Concept,DOC003
机身机翼,机身机翼,Structure,DOC003
差动,差动,Concept,DOC003
莱特兄弟,莱特兄弟,Concept,DOC003
扑翼,扑翼,Mechanism,DOC003
双翼,双翼,Aircraft,DOC003
翅膀,翅膀,Structure,DOC003
叶片,叶片,Structure,DOC003
旋翼,旋翼,Structure,DOC003
螺旋桨,螺旋桨,Structure,DOC003
燃气,燃气,Parameter,DOC003
航空器,航空器,Aircraft,DOC003
固定机翼,固定机翼,Structure,DOC003
双翼布局,双翼布局,Concept,DOC003
上下机翼,上下机翼,Structure,DOC003
气流速度,气流速度,Parameter,DOC003
升力理论,升力理论,Concept,DOC003
6.67N,6.67N,Parameter,DOC003
700km/h,700km/h,Parameter,DOC003
755km/h,755km/h,Parameter,DOC003
喷气式战斗机,喷气式战斗机,Aircraft,DOC003
波阻,波阻,Performance,DOC003
超声速喷气式战斗机,超声速喷气式战斗机,Aircraft,DOC003
最大速度,最大速度,Parameter,DOC003
超声速喷气式,超声速喷气式,Aircraft,DOC003
掠角,掠角,Parameter,DOC003
55°,55°,Parameter,DOC003
零升,零升,Performance,DOC003
57°,57°,Parameter,DOC003
外挂,外挂,Concept,DOC003
机翼后掠角,机翼后掠角,Parameter,DOC003
弦线,弦线,Parameter,DOC003
展弦比机翼,展弦比机翼,Structure,DOC003
68°,68°,Parameter,DOC003
气动中心,气动中心,Performance,DOC003
轰炸机,轰炸机,Aircraft,DOC003
120°,120°,Parameter,DOC003
70°,70°,Parameter,DOC003
翼根,翼根,Structure,DOC003
33°,33°,Parameter,DOC003
超声速飞机,超声速飞机,Aircraft,DOC003
纵向稳定性,纵向稳定性,Performance,DOC003
弹翼,弹翼,Structure,DOC003
标准大气,标准大气,Concept,DOC003
101325Pa,101325Pa,Parameter,DOC003
状态方程,状态方程,ControlMethod,DOC003
阻力特性,阻力特性,Performance,DOC003
位置矢量,位置矢量,Parameter,DOC003
速度矢量,速度矢量,Parameter,DOC003
张量,张量,Parameter,DOC003
气流分离,气流分离,Mechanism,DOC003
普朗特,普朗特,Concept,DOC003
方程组,方程组,Concept,DOC003
扰动速度,扰动速度,Parameter,DOC003
对称翼型,对称翼型,Structure,DOC003
临界马赫数,临界马赫数,Parameter,DOC003
吸力,吸力,Parameter,DOC003
机翼后缘,机翼后缘,Structure,DOC003
奇异,奇异,Concept,DOC003
诱导速度,诱导速度,Parameter,DOC003
迟滞,迟滞,Concept,DOC003
涡面,涡面,Concept,DOC003
翼型低速,翼型低速,Structure,DOC003
薄翼理论,薄翼理论,Concept,DOC003
翼型厚度,翼型厚度,Parameter,DOC003
声速翼型,声速翼型,Structure,DOC003
最大升力系数,最大升力系数,Performance,DOC003
最小阻力,最小阻力,Performance,DOC003
机翼阻力,机翼阻力,Performance,DOC003
小翼,小翼,Structure,DOC003
机翼上下,机翼上下,Structure,DOC003
薄翼,薄翼,Concept,DOC003
失速攻角,失速攻角,Parameter,DOC003
最大升力,最大升力,Performance,DOC003
翼型升力,翼型升力,Performance,DOC003
迎角增大,迎角增大,Parameter,DOC003
机翼升力,机翼升力,Performance,DOC003
翼型机翼,翼型机翼,Structure,DOC003
迎角变化,迎角变化,Parameter,DOC003
翼面压强,翼面压强,Parameter,DOC003
翼型前缘,翼型前缘,Structure,DOC003
阻力影响,阻力影响,Performance,DOC003
动量矩,动量矩,Parameter,DOC003
机翼低速,机翼低速,Performance,DOC003
亚声速空气动力特性,亚声速空气动力特性,Performance,DOC003
缝翼,缝翼,Structure,DOC003
翼展机翼,翼展机翼,Structure,DOC003
无限翼展,无限翼展,Parameter,DOC003
诱导阻力,诱导阻力,Performance,DOC003
3°,3°,Parameter,DOC003
斜置机翼,斜置机翼,Structure,DOC003
斜置,斜置,Concept,DOC003
5.0°,5.0°,Parameter,DOC003
42°,42°,Parameter,DOC003
飞机起飞,飞机起飞,Mission,DOC003
侧缘,侧缘,Structure,DOC003
波阻系数,波阻系数,Parameter,DOC003
产生力矩,产生力矩,Concept,DOC003
零升阻力系数,零升阻力系数,Performance,DOC003
35°,35°,Parameter,DOC003
翼展斜置,翼展斜置,Structure,DOC003
53.5°,53.5°,Parameter,DOC003
9°,9°,Parameter,DOC003
32.9°,32.9°,Parameter,DOC003
水平飞行,水平飞行,Mission,DOC003
长航,长航,Performance,DOC003
飞翼布局,飞翼布局,Concept,DOC003
无尾,无尾,Aircraft,DOC003
布局飞机,布局飞机,Aircraft,DOC003
鸭式,鸭式,Aircraft,DOC003
受力平衡,受力平衡,Concept,DOC003
法向过载,法向过载,Performance,DOC003
9.8N,9.8N,Parameter,DOC003
掠翼飞机,掠翼飞机,Aircraft,DOC003
双缝,双缝,Concept,DOC003
8N,8N,Parameter,DOC003
过载系数,过载系数,Parameter,DOC003
翼型最大,翼型最大,Structure,DOC003
沿展,沿展,Parameter,DOC003
65°,65°,Parameter,DOC003
4.5°,4.5°,Parameter,DOC003
3.5°,3.5°,Parameter,DOC003
6.5°,6.5°,Parameter,DOC003
摆动,摆动,Concept,DOC003
机翼弯度,机翼弯度,Parameter,DOC003
47°,47°,Parameter,DOC003
12.24°,12.24°,Parameter,DOC003
两点,两点,Parameter,DOC003
椭球,椭球,Concept,DOC003
85°,85°,Parameter,DOC003
100°,100°,Parameter,DOC003
临近空间,临近空间,Mission,DOC003
飞机手册,飞机手册,Document,DOC003
36°,36°,Parameter,DOC003
72°,72°,Parameter,DOC003
26°,26°,Parameter,DOC003
最大起飞,最大起飞,Performance,DOC003
73°,73°,Parameter,DOC003
58°,58°,Parameter,DOC003
48°,48°,Parameter,DOC003
54°,54°,Parameter,DOC003
52°,52°,Parameter,DOC003
